Voltage_measured,Current_measured,Temperature_measured,Current_charge,Voltage_charge,Time
4.208050088,0.81393454,7.959914965,0.8192,4.707,2887.562
4.208318292,0.815190601,7.95158172,0.8187,4.707,2894.25
4.208607871,0.813911138,7.963429539,0.8181,4.707,2900.953
4.20915494,0.811558472,7.982898229,0.8176,4.707,2907.765
4.209416274,0.812364885,7.973237598,0.8165,4.707,2914.546
4.209823362,0.812127389,7.961151154,0.8154,4.707,2921.25
4.208280147,0.793973418,7.982179598,0.798,4.694,2927.937
4.207370161,0.792400964,7.969508244,0.7974,4.694,2934.64
4.208512421,0.792404377,7.993255044,0.7969,4.694,2941.343
4.208878161,0.791918866,7.985174511,0.7963,4.694,2948.078
4.209298574,0.792055274,7.984332227,0.7947,4.694,2954.843
4.209523371,0.789418002,7.976440009,0.7947,4.694,2961.593
4.209892611,0.788112526,7.966550047,0.7941,4.694,2968.359
4.208048855,0.771803741,7.968675482,0.7751,4.681,2975.109
4.208295821,0.771091235,7.968786718,0.7745,4.681,2981.875
4.208569854,0.771856713,7.972880159,0.774,4.681,2988.625
4.208729935,0.769215127,7.978115212,0.774,4.681,2995.39
4.209089891,0.768568301,7.993809588,0.7729,4.681,3002.14
4.209460735,0.767504921,7.98360648,0.7723,4.681,3008.937
4.209760598,0.767346616,8.008874186,0.7718,4.681,3015.687
4.207824539,0.749158871,8.006103472,0.7533,4.669,3022.453
4.207957477,0.750806354,8.009322211,0.7533,4.669,3029.203
4.208693023,0.752198868,8.007097551,0.7527,4.669,3035.968
4.208580346,0.749017723,8.002104556,0.7522,4.669,3042.671
4.209118828,0.746710926,7.996039193,0.7516,4.669,3049.406
4.209206833,0.746637589,8.006081329,0.7511,4.669,3056.093
4.20958555,0.745450339,8.000263746,0.7505,4.669,3062.796
4.209785196,0.745836093,8.012750045,0.7494,4.669,3069.5
4.210371279,0.74764406,8.01572713,0.7489,4.669,3076.218
4.210696919,0.743475062,8.025409678,0.7483,4.669,3082.921
4.208935742,0.726795993,8.027891301,0.7298,4.656,3089.625
4.208972985,0.727041699,8.022775981,0.7298,4.656,3096.328
4.209515478,0.728096902,8.028957722,0.7293,4.656,3103.031
4.209781159,0.725983438,8.021523758,0.7287,4.656,3109.75
4.207664412,0.707649015,8.021742906,0.7107,4.643,3116.453
4.207624861,0.707679007,8.018555892,0.7107,4.643,3123.187
4.207900331,0.706713009,8.027849874,0.7102,4.643,3129.875
4.208076743,0.705031287,8.030079892,0.7091,4.643,3136.593
4.208462019,0.704292255,8.018328073,0.7091,4.643,3143.281
4.208497258,0.702096167,8.030516179,0.7086,4.643,3149.984
4.208932183,0.704553136,8.043920311,0.708,4.643,3156.718
4.209439044,0.707123149,8.035375064,0.7075,4.643,3163.406
4.209665833,0.704297821,8.037599065,0.7069,4.643,3170.109
4.207707914,0.684166546,8.031664694,0.6878,4.631,3176.812
4.207896057,0.687507323,8.036044222,0.6878,4.631,3183.515
4.207910536,0.684366027,8.033819801,0.6873,4.631,3190.234
4.208173433,0.680543702,8.039789449,0.6868,4.631,3196.937
4.208214008,0.681154963,8.043580017,0.6862,4.631,3203.64
4.208631075,0.679999709,8.044440074,0.6862,4.631,3210.359
4.209025792,0.680096128,8.03850164,0.6851,4.631,3217.062
4.20952572,0.6819814,8.051177624,0.6851,4.631,3223.765
4.209687193,0.682058513,8.057817662,0.6846,4.631,3230.468
4.20989214,0.679556948,8.060348077,0.684,4.631,3237.171
4.210426905,0.680956665,8.0729897,0.6829,4.631,3243.89
4.210559413,0.677808937,8.071396097,0.6824,4.631,3250.593
4.208616501,0.658986299,8.074518436,0.6639,4.618,3257.296
4.208896117,0.663255258,8.082821779,0.6644,4.618,3264
4.208977282,0.659785333,8.05290297,0.6639,4.618,3270.703
4.209325609,0.661190981,7.981384326,0.6633,4.618,3277.453
4.209605752,0.659280613,7.891872908,0.6628,4.618,3284.156
4.209970062,0.658639326,7.763168762,0.6622,4.618,3290.859
4.210303486,0.659097814,7.669001597,0.6617,4.618,3297.546
4.21064136,0.656214595,7.570544495,0.6606,4.618,3304.25
4.20879198,0.639058877,7.480790536,0.6426,4.605,3310.984
4.209018186,0.640317071,7.386840093,0.6421,4.605,3317.687
4.209156413,0.638782985,7.294339345,0.6421,4.605,3324.39
4.209703645,0.636838569,7.210365802,0.641,4.605,3331.125
4.210071372,0.635751852,7.117335366,0.6404,4.605,3337.812
4.21041509,0.637571692,7.083063939,0.6393,4.605,3344.531
4.210747977,0.636456982,6.976050009,0.6388,4.605,3351.234
4.209050477,0.615729334,6.922076026,0.6208,4.593,3357.937
4.209046585,0.616520845,6.848443526,0.6203,4.593,3364.656
4.20938257,0.616602845,6.820254256,0.6197,4.593,3371.359
4.209849057,0.615623923,6.781753389,0.6192,4.593,3378.078
4.210473714,0.615416715,6.686238573,0.6186,4.593,3384.781
4.210615517,0.614821997,6.620590106,0.6175,4.593,3391.484
4.211134802,0.613905338,6.567736295,0.617,4.593,3398.187
4.211446785,0.612518505,6.502608233,0.6159,4.593,3404.89
4.211930771,0.613055961,6.408821876,0.6153,4.593,3411.609
4.210287208,0.5964811,6.338901957,0.5985,4.58,3418.312
4.21058921,0.595975986,6.320347849,0.5979,4.58,3425.046
4.208610754,0.576115644,6.221180948,0.5799,4.567,3431.75
4.208793568,0.577121057,6.155888865,0.5805,4.567,3438.453
4.208976489,0.573896114,6.126047221,0.5794,4.567,3445.156
4.209390752,0.576010704,6.079042243,0.5788,4.567,3451.859
4.209606454,0.574774666,6.069688486,0.5777,4.567,3458.562
4.209883659,0.573310844,6.141211119,0.5777,4.567,3465.328
4.210371131,0.575654393,6.224363632,0.5766,4.567,3472.078
4.210705445,0.57254303,6.268290266,0.5766,4.567,3478.875
4.208808805,0.556849631,6.300995437,0.5587,4.555,3485.578
4.208781765,0.554947839,6.324881287,0.5587,4.555,3492.281
4.208955521,0.55443264,6.377371874,0.5581,4.555,3498.984
4.209282755,0.553116401,6.389393319,0.5576,4.555,3505.687
4.209729539,0.554970277,6.404583609,0.5576,4.555,3512.39
4.209698954,0.553924589,6.39307741,0.557,4.555,3519.109
4.210033831,0.554632436,6.420082737,0.5565,4.555,3525.812
4.210435219,0.553918312,6.44729731,0.5559,4.555,3532.515
4.210547518,0.551641508,6.446820725,0.5559,4.555,3539.203
4.210991089,0.551038825,6.441535306,0.5554,4.555,3545.921
4.210965345,0.553060168,6.448849506,0.5548,4.555,3552.734
4.211265394,0.551647665,6.460350782,0.5543,4.555,3559.5
4.211783252,0.55070497,6.461534262,0.5538,4.555,3566.234
4.209588287,0.533158441,6.463566984,0.5363,4.542,3572.921
4.209732897,0.533850623,6.446188707,0.5363,4.542,3579.625
4.20959638,0.531461269,6.468867974,0.5363,4.542,3586.343
4.209740923,0.531343244,6.457611793,0.5358,4.542,3593.062
4.21011119,0.531321955,6.448863777,0.5358,4.542,3599.765
4.210279032,0.531475534,6.441913857,0.5352,4.542,3606.468
4.210449369,0.533083277,6.444247699,0.5347,4.542,3613.187
4.210664182,0.530222462,6.457970512,0.5341,4.542,3619.921
4.211143002,0.529890729,6.46512803,0.5341,4.542,3626.625
4.211146693,0.528677986,6.459350827,0.5336,4.542,3633.328
4.211577345,0.531746103,6.445444277,0.5336,4.542,3640.031
4.209176925,0.512793812,6.448920224,0.5151,4.529,3646.734
4.209224569,0.512645417,6.447559952,0.5151,4.529,3653.453
4.209414511,0.513950752,6.465675812,0.5151,4.529,3660.156
4.209556516,0.512954988,6.471221464,0.5145,4.529,3666.859
4.20967572,0.512309301,6.443193178,0.514,4.529,3673.562
4.209817038,0.510981866,6.45845962,0.5145,4.529,3680.265
4.209904362,0.510930579,6.473934292,0.514,4.529,3687
4.210317389,0.511275429,6.491531809,0.514,4.529,3693.703
4.210329817,0.510838386,6.48189358,0.5134,4.529,3700.406
4.210545853,0.510435031,6.480967699,0.5134,4.529,3707.109
4.21077521,0.509696473,6.4779556,0.5129,4.529,3713.812
4.211171853,0.511395363,6.491676764,0.5123,4.529,3720.531
4.211243083,0.509197792,6.488195145,0.5123,4.529,3727.25
4.211417062,0.50884696,6.469744656,0.5118,4.529,3733.984
4.211772708,0.507340382,6.468876169,0.5112,4.529,3740.687
4.209357576,0.49009266,6.480054377,0.4938,4.517,3747.39
4.209700577,0.491277604,6.500113914,0.4943,4.517,3754.093
4.209591885,0.492017583,6.48270718,0.4938,4.517,3760.812
4.209774594,0.492907998,6.49565944,0.4938,4.517,3767.531
4.209960955,0.491296156,6.510332244,0.4933,4.517,3774.234
4.209975349,0.491077124,6.512466913,0.4933,4.517,3780.953
4.210301674,0.492344583,6.500925783,0.4927,4.517,3787.656
4.210561666,0.489827185,6.507999243,0.4927,4.517,3794.375
4.210650802,0.490610987,6.514288301,0.4922,4.517,3801.093
4.21072768,0.489926977,6.517352459,0.4916,4.517,3807.796
4.211016852,0.489280632,6.514326401,0.4916,4.517,3814.515
4.210916789,0.489461592,6.50695057,0.4911,4.517,3821.218
4.211281787,0.488678236,6.498422804,0.4911,4.517,3827.921
4.211469632,0.486935078,6.514455346,0.4905,4.517,3834.687
4.211844049,0.488663023,6.514796552,0.49,4.517,3841.39
4.209490324,0.470401665,6.525604214,0.4725,4.504,3848.093
4.209328149,0.471635331,6.5564582,0.4725,4.504,3854.796
4.209601277,0.468742186,6.542774477,0.4725,4.504,3861.5
4.209679903,0.470905863,6.550120905,0.472,4.504,3868.234
4.209817811,0.470112117,6.546929381,0.4725,4.504,3874.937
4.209880959,0.469685004,6.545954937,0.472,4.504,3881.64
4.21009372,0.469039405,6.550492023,0.472,4.504,3888.343
4.210213343,0.468344521,6.548621162,0.4714,4.504,3895.062
4.210405483,0.469649487,6.559664269,0.4714,4.504,3901.781
4.210596523,0.469054855,6.55553163,0.4709,4.504,3908.484
4.210702397,0.468843653,6.577796226,0.4709,4.504,3915.203
4.210940986,0.469288896,6.590785857,0.4704,4.504,3921.906
4.210944994,0.466806677,6.579002864,0.4698,4.504,3928.609
4.211306788,0.468088055,6.586764916,0.4698,4.504,3935.328
4.211466717,0.467275029,6.600165654,0.4693,4.504,3942.046
4.211580361,0.467140722,6.592976365,0.4687,4.504,3949.593
4.209292294,0.447212154,6.594690447,0.4513,4.491,3956.359
4.209316227,0.449624922,6.609006406,0.4513,4.491,3963.125
4.20948408,0.449863329,6.615221558,0.4513,4.491,3969.843
4.209379207,0.449003315,6.624101358,0.4513,4.491,3976.546
4.209665982,0.448957227,6.624012111,0.4507,4.491,3983.25
4.209688812,0.448066733,6.626458234,0.4507,4.491,3989.968
4.209645779,0.447885936,6.612247331,0.4502,4.491,3996.687
4.209919867,0.447786873,6.624016206,0.4502,4.491,4003.39
4.209992493,0.449125925,6.635012934,0.4496,4.491,4010.109
4.210351351,0.446750587,6.648966576,0.4496,4.491,4016.812
4.210371581,0.447259952,6.656672957,0.4491,4.491,4023.515
4.210435654,0.446667108,6.674248748,0.4486,4.491,4030.281
4.210579188,0.446294901,6.648500277,0.4486,4.491,4036.984
4.210843049,0.44674981,6.653382164,0.4475,4.491,4043.687
4.210968638,0.445195645,6.654827513,0.448,4.491,4050.406
4.211132952,0.444755293,6.671050409,0.4475,4.491,4057.109
4.211238044,0.443537022,6.676001766,0.4469,4.491,4063.828
4.211386925,0.444408685,6.696951897,0.4464,4.491,4070.531
4.211670015,0.444332178,6.680038859,0.4464,4.491,4077.25
4.209136452,0.425699649,6.671328349,0.4273,4.479,4083.953
4.209116589,0.426257642,6.685022684,0.4273,4.479,4090.656
4.209235795,0.425651979,6.695390929,0.4273,4.479,4097.406
4.209184555,0.4244696,6.695481295,0.4268,4.479,4104.125
4.209256785,0.425728666,6.688496207,0.4268,4.479,4110.843
4.20924819,0.423169317,6.69254079,0.4262,4.479,4117.546
4.209415484,0.42434249,6.680196145,0.4262,4.479,4124.25
4.209442067,0.423514489,6.695316287,0.4257,4.479,4130.968
4.209816373,0.423837804,6.709258661,0.4257,4.479,4137.687
4.20979927,0.422714279,6.708565838,0.4251,4.479,4144.39
4.20972975,0.421793027,6.711989673,0.4251,4.479,4151.093
4.210100791,0.420267379,6.703715547,0.4246,4.479,4157.796
4.210247201,0.421153148,6.701053496,0.424,4.479,4164.531
4.210370302,0.419928239,6.706316855,0.424,4.479,4171.234
4.210353233,0.42177057,6.712083321,0.4235,4.479,4177.937
4.210468442,0.420959693,6.723497122,0.4229,4.479,4184.656
4.210759024,0.420228984,6.719067896,0.4224,4.479,4191.359
4.210722625,0.419569423,6.726661799,0.4224,4.479,4198.078
4.210921652,0.419192748,6.724733186,0.4213,4.479,4204.796
4.210989249,0.419047233,6.717142845,0.4213,4.479,4211.515
4.211237117,0.416769326,6.718883069,0.4202,4.479,4218.234
4.211382758,0.417333906,6.727947813,0.4197,4.479,4224.968
4.211431556,0.417881021,6.748700844,0.4197,4.479,4231.671
4.211807487,0.416243873,6.750284212,0.4191,4.479,4238.39
4.211674933,0.417677311,6.746707873,0.4191,4.479,4245.109
4.2120407,0.416415827,6.744344091,0.4186,4.479,4251.828
4.212205297,0.415766463,6.756868918,0.4186,4.479,4258.546
4.212512414,0.416168015,6.759683036,0.418,4.479,4265.265
4.212826073,0.415436423,6.765736904,0.418,4.479,4271.968
4.210410106,0.398662336,6.779510105,0.4006,4.466,4278.687
4.210478914,0.39780501,6.780187854,0.4006,4.466,4285.39
4.21039608,0.398652186,6.770567878,0.4006,4.466,4292.109
4.210607549,0.397811011,6.783559256,0.4,4.466,4298.828
4.210422503,0.398364891,6.774603297,0.4006,4.466,4305.546
4.210675276,0.396106966,6.787537756,0.4006,4.466,4312.25
4.210871311,0.398407046,6.799282297,0.4,4.466,4318.984
4.210907659,0.397188567,6.801903956,0.4,4.466,4325.734
4.211136302,0.396497236,6.812612902,0.3995,4.466,4332.437
4.211349798,0.397307035,6.817599661,0.3995,4.466,4339.14
4.211266743,0.397435341,6.817767341,0.3995,4.466,4345.859
4.211722609,0.396647824,6.819442749,0.399,4.466,4352.562
4.211710016,0.396720599,6.82768747,0.399,4.466,4359.281
4.211855048,0.396321855,6.842412157,0.399,4.466,4365.984
4.212070562,0.397390307,6.836321008,0.3984,4.466,4372.687
4.212212388,0.395732184,6.845362353,0.3979,4.466,4379.39
4.212395204,0.397014408,6.843247633,0.3979,4.466,4386.093
4.21241288,0.395656144,6.84744208,0.3973,4.466,4392.828
4.212676209,0.394111552,6.847586234,0.3973,4.466,4399.546
4.21024755,0.377101518,6.857272492,0.3799,4.453,4406.25
4.210361414,0.3796528,6.871647863,0.3799,4.453,4412.953
4.210391534,0.3788281,6.869199774,0.3799,4.453,4419.671
4.210400722,0.378472571,6.873020132,0.3799,4.453,4426.546
4.210468112,0.378654176,6.86787744,0.3799,4.453,4433.39
4.210650308,0.378283742,6.887612012,0.3799,4.453,4440.203
4.210750933,0.378901943,6.895427319,0.3793,4.453,4447.015
4.210781992,0.376916322,6.907553349,0.3788,4.453,4453.765
4.210962578,0.378020087,6.911423894,0.3788,4.453,4460.531
4.211019491,0.37627881,6.914234725,0.3788,4.453,4467.359
4.211272923,0.376521302,6.912021988,0.3788,4.453,4474.187
4.211333316,0.375581281,6.918838657,0.3782,4.453,4480.937
4.211486157,0.374860572,6.931048258,0.3782,4.453,4487.687
4.2116149,0.376272203,6.937625709,0.3777,4.453,4494.421
4.209185075,0.359225716,6.933680868,0.3608,4.44,4501.234
4.209202815,0.358065622,6.918244058,0.3608,4.44,4508.046
4.208998639,0.358949418,6.85690455,0.3608,4.44,4514.781
4.209132935,0.359204524,6.728523123,0.3608,4.44,4521.531
4.209459967,0.361410718,6.594799909,0.3603,4.44,4528.328
4.209500952,0.359981555,6.478486441,0.3603,4.44,4535.14
4.209652313,0.359760006,6.390225135,0.3603,4.44,4541.875
4.209733591,0.357883955,6.354935191,0.3603,4.44,4548.609
4.209859889,0.358294696,6.264156559,0.3597,4.44,4555.328
4.210117524,0.356677455,6.188642153,0.3597,4.44,4562.062
4.210442779,0.359362291,6.101978857,0.3592,4.44,4568.843
4.210542685,0.358346694,6.020823441,0.3592,4.44,4575.593
4.210790705,0.354370402,5.95078755,0.3586,4.44,4582.328
4.210830363,0.356999316,5.908480992,0.3581,4.44,4589.046
4.211125607,0.357790291,5.839376251,0.3575,4.44,4595.765
4.211382658,0.354339141,5.747264102,0.3575,4.44,4602.484
4.211718194,0.356208136,5.707524788,0.357,4.44,4609.234
4.209214717,0.336869288,5.634439135,0.3384,4.428,4615.953
4.209448649,0.335778691,5.589246715,0.3384,4.428,4622.687
4.209517128,0.33522872,5.537403088,0.3384,4.428,4629.39
4.209643092,0.336068218,5.452245727,0.3384,4.428,4636.109
4.209792766,0.33727818,5.400274888,0.3379,4.428,4642.843
4.209960129,0.337225484,5.33994218,0.3379,4.428,4649.562
4.210221687,0.336542491,5.228658907,0.3374,4.428,4656.281
4.210513707,0.336417173,5.176023524,0.3374,4.428,4662.984
4.210515424,0.333350245,5.115702229,0.3368,4.428,4669.734
4.210850419,0.335149053,5.079190518,0.3363,4.428,4676.453
4.211114507,0.335421401,5.022961112,0.3363,4.428,4683.14
4.211256795,0.33579586,5.082776872,0.3357,4.428,4689.937
4.2116515,0.331244002,5.152297888,0.3352,4.428,4696.703
4.211700404,0.332157547,5.234345512,0.3346,4.428,4703.468
4.212065593,0.332239283,5.282438042,0.3346,4.428,4710.265
4.21228562,0.331305802,5.316448387,0.3341,4.428,4716.984
4.21238964,0.327418347,5.33258656,0.3335,4.428,4723.703
4.212585905,0.330856626,5.362918275,0.3335,4.428,4730.437
4.210407332,0.315446872,5.409229763,0.3161,4.415,4737.218
4.210383043,0.314523775,5.41334519,0.3161,4.415,4744.046
4.210531378,0.314241637,5.424092318,0.3161,4.415,4750.89
4.210495064,0.313834374,5.459773651,0.3161,4.415,4757.75
4.210575025,0.313611295,5.468095317,0.3156,4.415,4764.562
4.210586274,0.313381521,5.483696029,0.3156,4.415,4771.328
4.210623617,0.314589446,5.485972167,0.3156,4.415,4778.109
4.210823777,0.311964611,5.484703394,0.315,4.415,4784.89
4.210872292,0.312559418,5.489286845,0.315,4.415,4791.625
4.211125224,0.313853801,5.496565216,0.315,4.415,4798.343
4.211322099,0.312651639,5.495331517,0.3145,4.415,4805.062
4.211332511,0.312305901,5.49852208,0.3139,4.415,4811.781
4.211394882,0.313098914,5.510770512,0.3139,4.415,4818.5
4.211450139,0.312162759,5.527844736,0.3139,4.415,4825.218
4.211753767,0.310669646,5.538834717,0.3134,4.415,4831.937
4.211908309,0.310687707,5.546113947,0.3128,4.415,4838.656
4.212030181,0.311584198,5.555451688,0.3128,4.415,4845.359
4.212100575,0.312086245,5.551880335,0.3123,4.415,4852.078
4.212203727,0.310635369,5.545554354,0.3123,4.415,4858.781
4.212235659,0.310694831,5.553269319,0.3123,4.415,4865.5
4.21243275,0.310043476,5.556342591,0.3117,4.415,4872.203
4.212664555,0.309545307,5.563733983,0.3112,4.415,4878.921
4.210214676,0.292633816,5.567785121,0.2943,4.402,4885.625
4.210078168,0.291886927,5.564223882,0.2948,4.402,4892.312
4.209852464,0.291360984,5.572886663,0.2943,4.402,4899.031
4.210110719,0.292906822,5.579227023,0.2943,4.402,4905.734
4.210012537,0.291369919,5.58200024,0.2943,4.402,4912.437
4.210007152,0.291045627,5.581455014,0.2938,4.402,4919.14
4.210148117,0.289993404,5.594332381,0.2938,4.402,4925.843
4.210371175,0.292062249,5.590082012,0.2938,4.402,4932.562
4.210099779,0.292630044,5.58344068,0.2938,4.402,4939.265
4.210473563,0.290310298,5.595214313,0.2932,4.402,4945.968
4.210493919,0.292826897,5.609988789,0.2932,4.402,4952.671
4.210491314,0.290576118,5.640742948,0.2927,4.402,4959.375
4.210615308,0.292254753,5.651678624,0.2927,4.402,4966.093
4.210755515,0.291177593,5.651086901,0.2927,4.402,4972.796
4.210819302,0.289160926,5.65151037,0.2927,4.402,4979.515
4.21085607,0.289095938,5.644407279,0.2921,4.402,4986.25
4.211090577,0.290185608,5.657637901,0.2921,4.402,4992.953
4.211105637,0.289624931,5.652907465,0.2916,4.402,4999.656
4.2112183,0.289832134,5.66404943,0.2916,4.402,5006.359
4.211203151,0.288811944,5.664964306,0.2916,4.402,5013.062
4.211462771,0.289332356,5.681195862,0.291,4.402,5019.781
4.211402896,0.289097,5.683415267,0.291,4.402,5026.484
4.211764262,0.289313989,5.705290147,0.2905,4.402,5033.187
4.211813327,0.289026245,5.701252418,0.2905,4.402,5039.89
4.211804711,0.288513319,5.713579343,0.2905,4.402,5046.609
4.211986045,0.287668957,5.708885808,0.2899,4.402,5053.312
4.212226932,0.28865878,5.714208004,0.2899,4.402,5060.015
4.212166935,0.288762427,5.734622079,0.2894,4.402,5066.734
4.212414672,0.287332826,5.739125207,0.2894,4.402,5073.453
4.212338707,0.286936437,5.744607262,0.2894,4.402,5080.375
4.212552262,0.288522806,5.755547199,0.2888,4.402,5087.109
4.210210567,0.269622159,5.763638355,0.2719,4.39,5094.671
4.210002339,0.272735193,5.762051623,0.2725,4.39,5101.437
4.209795528,0.270505204,5.77986102,0.2725,4.39,5108.203
4.209942037,0.271146439,5.77979876,0.2719,4.39,5114.937
4.209998224,0.271564681,5.788072363,0.2725,4.39,5121.625
4.209939004,0.27003721,5.791688147,0.2719,4.39,5128.437
4.210228693,0.270186626,5.802787755,0.2719,4.39,5135.203
4.209901984,0.269919217,5.820258767,0.2719,4.39,5141.968
4.209998512,0.269463022,5.836090303,0.2719,4.39,5148.781
4.210119919,0.270148715,5.83486255,0.2714,4.39,5155.828
4.210210577,0.267480671,5.842414067,0.2714,4.39,5163.359
4.210342687,0.270990254,5.845821309,0.2714,4.39,5170.843
4.210436371,0.27064645,5.85460678,0.2709,4.39,5177.687
4.210450745,0.268587232,5.850583561,0.2709,4.39,5184.515
4.210389524,0.269128901,5.873010324,0.2709,4.39,5191.25
4.210403126,0.270089425,5.855505065,0.2709,4.39,5197.937
4.210691036,0.26952913,5.875806176,0.2703,4.39,5204.671
4.210800921,0.268168713,5.889831514,0.2703,4.39,5211.375
4.211024987,0.269075829,5.899361776,0.2703,4.39,5218.062
4.210804474,0.270036177,5.906597955,0.2703,4.39,5224.75
4.211022362,0.268064801,5.902101738,0.2698,4.39,5231.453
4.211047916,0.268750079,5.902094453,0.2698,4.39,5238.171
4.211220191,0.268357585,5.916410064,0.2698,4.39,5244.875
4.211151352,0.267487971,5.927497263,0.2692,4.39,5251.562
4.211385634,0.267962564,5.949126744,0.2692,4.39,5258.265
4.211353937,0.267478682,5.948528433,0.2687,4.39,5264.984
4.211560216,0.266352836,5.941745175,0.2681,4.39,5271.671
4.211567266,0.26826601,5.960527813,0.2681,4.39,5278.375
4.211725276,0.267680144,5.981184052,0.2681,4.39,5285.062
4.211931077,0.267290706,5.979784298,0.2681,4.39,5291.765
4.211943927,0.267365498,5.983016971,0.2681,4.39,5298.484
4.212105197,0.267249772,5.989812439,0.2676,4.39,5305.187
4.212055194,0.266741142,6.006307229,0.2676,4.39,5311.875
4.212301433,0.266470085,6.01476006,0.2676,4.39,5318.578
4.212347692,0.265728014,6.023046187,0.267,4.39,5325.265
4.212402938,0.264200061,6.022575224,0.267,4.39,5331.984
4.212642058,0.264825746,6.036940698,0.267,4.39,5338.703
4.21258468,0.266910727,6.048061236,0.267,4.39,5345.609
4.212805025,0.266602279,6.068949257,0.2665,4.39,5352.359
4.21289008,0.264655492,6.068642523,0.266,4.39,5359.14
4.212985804,0.264114851,6.065444278,0.266,4.39,5365.921
4.213042623,0.263278785,6.065712353,0.266,4.39,5372.625
4.213186444,0.264838263,6.071358551,0.2654,4.39,5379.328
4.213344838,0.264148594,6.084774824,0.2654,4.39,5386.187
4.213440092,0.264482068,6.082025746,0.2654,4.39,5392.984
4.213658766,0.263909458,6.094886333,0.2649,4.39,5400.531
4.210943787,0.24522703,6.087228155,0.2469,4.377,5407.296
4.210661239,0.245569819,6.100702167,0.248,4.377,5414.109
4.210883314,0.245752933,6.111265878,0.248,4.377,5420.812
4.210709496,0.246795125,6.112124473,0.2474,4.377,5427.531
4.210921458,0.246852733,6.116212545,0.2474,4.377,5434.234
4.210834886,0.246347294,6.120931847,0.2474,4.377,5440.921
4.210718864,0.247604142,6.128593784,0.2474,4.377,5447.625
4.210678845,0.24725315,6.131656194,0.2474,4.377,5454.328
4.210894635,0.246590585,6.144898169,0.2469,4.377,5461.046
4.210947317,0.245829646,6.146005123,0.2469,4.377,5467.734
4.210883774,0.247224972,6.147983474,0.2469,4.377,5474.437
4.211003935,0.246107026,6.158057506,0.2469,4.377,5481.14
4.211123824,0.247452425,6.168199127,0.2469,4.377,5487.828
4.211339621,0.245839714,6.167909759,0.2469,4.377,5494.546
4.211268515,0.245106511,6.178159678,0.2469,4.377,5501.265
4.211410411,0.246883579,6.194509081,0.2463,4.377,5507.968
4.211345147,0.244427742,6.204805317,0.2463,4.377,5514.671
4.211476704,0.247665422,6.203146216,0.2463,4.377,5521.375
4.211631283,0.245716626,6.222666871,0.2463,4.377,5528.078
4.211652106,0.244334297,6.225554565,0.2458,4.377,5534.781
4.211727078,0.244702125,6.237299496,0.2458,4.377,5541.484
4.211689409,0.244466963,6.244471093,0.2458,4.377,5548.187
4.211847888,0.244143481,6.252289695,0.2458,4.377,5554.875
4.211992777,0.244585919,6.265274949,0.2458,4.377,5561.578
4.211850673,0.244966321,6.267406696,0.2452,4.377,5568.296
4.212195179,0.243717739,6.272184093,0.2452,4.377,5575
4.212120487,0.242486162,6.277920716,0.2447,4.377,5581.687
4.212230149,0.24499609,6.293558134,0.2447,4.377,5588.39
4.212400137,0.244023062,6.30014343,0.2447,4.377,5595.093
4.212382514,0.243742775,6.303974208,0.2447,4.377,5601.796
4.212512695,0.241802696,6.316884918,0.2442,4.377,5608.5
4.212780838,0.243170038,6.309118225,0.2436,4.377,5615.203
4.210268224,0.226182283,6.325763417,0.2273,4.364,5621.906
4.210048956,0.227368372,6.327241402,0.2273,4.364,5628.656
4.210030286,0.226708417,6.332707223,0.2278,4.364,5635.343
4.209952358,0.226582822,6.341282365,0.2278,4.364,5642.046
4.209978501,0.225900583,6.350943365,0.2278,4.364,5648.75
4.20999716,0.226495751,6.360328959,0.2278,4.364,5655.453
4.209978309,0.225737248,6.358355054,0.2278,4.364,5662.14
4.209934263,0.22556175,6.37848921,0.2278,4.364,5668.843
4.210085538,0.226090593,6.374834925,0.2273,4.364,5675.546
4.210069345,0.226518226,6.399775609,0.2273,4.364,5682.25
4.210146782,0.227497797,6.392434615,0.2278,4.364,5688.937
4.210198512,0.225402704,6.406972486,0.2273,4.364,5695.656
4.210209421,0.227170038,6.409702921,0.2273,4.364,5702.359
4.210343722,0.226521288,6.423470939,0.2273,4.364,5709.062
4.2103157,0.226460512,6.431576268,0.2273,4.364,5715.765
4.210418008,0.228379765,6.456229183,0.2273,4.364,5722.453
4.210614824,0.226057456,6.450485462,0.2273,4.364,5729.171
4.210539788,0.223707206,6.462304713,0.2267,4.364,5735.875
4.210513868,0.22739686,6.464135935,0.2267,4.364,5742.578
4.210692022,0.226841429,6.436381938,0.2267,4.364,5749.265
4.210755437,0.226153332,6.345458726,0.2267,4.364,5755.984
4.210777879,0.223688882,6.231923912,0.2267,4.364,5762.687
4.211018414,0.22733806,6.086556283,0.2262,4.364,5769.39
4.210935698,0.224395197,5.960978266,0.2262,4.364,5776.093
4.211157768,0.226382433,5.924424991,0.2262,4.364,5782.828
4.211314213,0.225799627,5.822586677,0.2256,4.364,5789.531
4.211392786,0.225667073,5.749789635,0.2256,4.364,5796.437
4.211560955,0.224873835,5.655298734,0.2251,4.364,5803.187
4.211775145,0.224858076,5.583210641,0.2251,4.364,5809.984
4.211891869,0.222667754,5.529042401,0.2251,4.364,5816.734
4.21208644,0.22245704,5.42513374,0.2245,4.364,5823.437
